createfood:blocks/apple_cheesecake | minecraft:block | createfood:apple_cheesecake createfood:apple_cheesecake_slice createfood:blocks/apple_cheesecake minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/chorus_fruit_pie | minecraft:block | createfood:blocks/chorus_fruit_pie createfood:chorus_fruit_pie createfood:chorus_fruit_pie_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/chorus_fruit_pie_plate_block | minecraft:block | createfood:blocks/chorus_fruit_pie_plate_block createfood:chorus_fruit_pie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/chorus_fruit_pie_slice_small_plate_block | minecraft:block | createfood:blocks/chorus_fruit_pie_slice_small_plate_block createfood:chorus_fruit_pie_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/chorus_fruit_popsicle_plate_block | minecraft:block | createfood:blocks/chorus_fruit_popsicle_plate_block createfood:chorus_fruit_popsicle createfood:chorus_fruit_popsicle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cinnamon_sweet_roll_base_plate_block | minecraft:block | createfood:blocks/cinnamon_sweet_roll_base_plate_block createfood:cinnamon_sweet_roll_base createfood:cinnamon_sweet_roll_base_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cloth_sack | minecraft:block | createfood:blocks/cloth_sack minecraft:block
createfood:blocks/coffee_toffee_fudge_plate_block | minecraft:block | createfood:blocks/coffee_toffee_fudge_plate_block createfood:coffee_toffee_fudge createfood:coffee_toffee_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/condensed_milk_bottle_block | minecraft:block | createfood:blocks/condensed_milk_bottle_block createfood:condensed_milk_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cookie_cream_pie | minecraft:block | createfood:blocks/cookie_cream_pie createfood:cookie_cream_pie createfood:cookie_cream_pie_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cookie_cream_pie_plate_block | minecraft:block | createfood:blocks/cookie_cream_pie_plate_block createfood:cookie_cream_pie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cookie_cream_pie_slice_small_plate_block | minecraft:block | createfood:blocks/cookie_cream_pie_slice_small_plate_block createfood:cookie_cream_pie_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/corn_stick_plate_block | minecraft:block | createfood:blocks/corn_stick_plate_block createfood:corn_stick createfood:corn_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cotton_candy_stick_plate_block | minecraft:block | createfood:blocks/cotton_candy_stick_plate_block createfood:cotton_candy_stick createfood:cotton_candy_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_cake | minecraft:block | createfood:blocks/cream_cake createfood:cream_cake createfood:cream_cake_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cream_cake_chorus_fruit | minecraft:block | createfood:blocks/cream_cake_chorus_fruit createfood:cream_cake_chorus_fruit createfood:cream_cake_slice_chorus_fruit minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cream_cake_chorus_fruit_plate_block | minecraft:block | createfood:blocks/cream_cake_chorus_fruit_plate_block createfood:cream_cake_chorus_fruit_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_cake_glow_berry | minecraft:block | createfood:blocks/cream_cake_glow_berry createfood:cream_cake_glow_berry createfood:cream_cake_slice_glow_berry minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cream_cake_glow_berry_plate_block | minecraft:block | createfood:blocks/cream_cake_glow_berry_plate_block createfood:cream_cake_glow_berry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_cake_plate_block | minecraft:block | createfood:blocks/cream_cake_plate_block createfood:cream_cake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_cake_slice_chorus_fruit_small_plate_block | minecraft:block | createfood:blocks/cream_cake_slice_chorus_fruit_small_plate_block createfood:cream_cake_slice_chorus_fruit_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cream_cake_slice_glow_berry_small_plate_block | minecraft:block | createfood:blocks/cream_cake_slice_glow_berry_small_plate_block createfood:cream_cake_slice_glow_berry_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cream_cake_slice_small_plate_block | minecraft:block | createfood:blocks/cream_cake_slice_small_plate_block createfood:cream_cake_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cream_chocolate_cake | minecraft:block | createfood:blocks/cream_chocolate_cake createfood:cream_chocolate_cake createfood:cream_chocolate_cake_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cream_chocolate_cake_plate_block | minecraft:block | createfood:blocks/cream_chocolate_cake_plate_block createfood:cream_chocolate_cake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_cake_slice_small_plate_block | minecraft:block | createfood:blocks/cream_chocolate_cake_slice_small_plate_block createfood:cream_chocolate_cake_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cream_chocolate_cupcake_plate_block | minecraft:block | createfood:blocks/cream_chocolate_cupcake_plate_block createfood:cream_chocolate_cupcake createfood:cream_chocolate_cupcake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_donut_plate_block | minecraft:block | createfood:blocks/cream_chocolate_donut_plate_block createfood:cream_chocolate_donut createfood:cream_chocolate_donut_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_pastry_plate_block | minecraft:block | createfood:blocks/cream_chocolate_pastry_plate_block createfood:cream_chocolate_pastry createfood:cream_chocolate_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_plate_block | minecraft:block | createfood:blocks/cream_chocolate_plate_block createfood:cream_chocolate createfood:cream_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_sweet_roll_chorus_fruit_plate_block | minecraft:block | createfood:blocks/cream_chocolate_sweet_roll_chorus_fruit_plate_block createfood:cream_chocolate_sweet_roll_chorus_fruit createfood:cream_chocolate_sweet_roll_chorus_fruit_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_sweet_roll_glow_berry_plate_block | minecraft:block | createfood:blocks/cream_chocolate_sweet_roll_glow_berry_plate_block createfood:cream_chocolate_sweet_roll_glow_berry createfood:cream_chocolate_sweet_roll_glow_berry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_sweet_roll_plate_block | minecraft:block | createfood:blocks/cream_chocolate_sweet_roll_plate_block createfood:cream_chocolate_sweet_roll createfood:cream_chocolate_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_chocolate_sweet_roll_sweet_berry_plate_block | minecraft:block | createfood:blocks/cream_chocolate_sweet_roll_sweet_berry_plate_block createfood:cream_chocolate_sweet_roll_sweet_berry createfood:cream_chocolate_sweet_roll_sweet_berry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_cupcake_plate_block | minecraft:block | createfood:blocks/cream_cupcake_plate_block createfood:cream_cupcake createfood:cream_cupcake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_dark_chocolate_plate_block | minecraft:block | createfood:blocks/cream_dark_chocolate_plate_block createfood:cream_dark_chocolate createfood:cream_dark_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_donut_plate_block | minecraft:block | createfood:blocks/cream_donut_plate_block createfood:cream_donut createfood:cream_donut_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_frosting_bottle_block | minecraft:block | createfood:blocks/cream_frosting_bottle_block createfood:cream_frosting_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cream_mini_waffle_chorus_fruit_plate_block | minecraft:block | createfood:blocks/cream_mini_waffle_chorus_fruit_plate_block createfood:cream_mini_waffle_chorus_fruit_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_mini_waffle_glow_berry_plate_block | minecraft:block | createfood:blocks/cream_mini_waffle_glow_berry_plate_block createfood:cream_mini_waffle_glow_berry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_mini_waffle_plate_block | minecraft:block | createfood:blocks/cream_mini_waffle_plate_block createfood:cream_mini_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_mini_waffle_sweet_berry_plate_block | minecraft:block | createfood:blocks/cream_mini_waffle_sweet_berry_plate_block createfood:cream_mini_waffle_sweet_berry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_pastry_plate_block | minecraft:block | createfood:blocks/cream_pastry_plate_block createfood:cream_pastry createfood:cream_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_pie_chocolate_graham_cracker | minecraft:block | createfood:blocks/cream_pie_chocolate_graham_cracker createfood:cream_pie_chocolate_graham_cracker createfood:cream_pie_chocolate_graham_cracker_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cream_pie_chocolate_graham_cracker_plate_block | minecraft:block | createfood:blocks/cream_pie_chocolate_graham_cracker_plate_block createfood:cream_pie_chocolate_graham_cracker_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_pie_chocolate_graham_cracker_slice_small_plate_block | minecraft:block | createfood:blocks/cream_pie_chocolate_graham_cracker_slice_small_plate_block createfood:cream_pie_chocolate_graham_cracker_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cream_pie_graham_cracker | minecraft:block | createfood:blocks/cream_pie_graham_cracker createfood:cream_pie_graham_cracker createfood:cream_pie_graham_cracker_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cream_pie_graham_cracker_plate_block | minecraft:block | createfood:blocks/cream_pie_graham_cracker_plate_block createfood:cream_pie_graham_cracker_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_pie_graham_cracker_slice_small_plate_block | minecraft:block | createfood:blocks/cream_pie_graham_cracker_slice_small_plate_block createfood:cream_pie_graham_cracker_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cream_sweet_roll_chorus_fruit_plate_block | minecraft:block | createfood:blocks/cream_sweet_roll_chorus_fruit_plate_block createfood:cream_sweet_roll_chorus_fruit createfood:cream_sweet_roll_chorus_fruit_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cream_sweet_roll_glow_berry_plate_block | minecraft:block | createfood:blocks/cream_sweet_roll_glow_berry_plate_block createfood:cream_sweet_roll_glow_berry createfood:cream_sweet_roll_glow_berry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
