extradelight:blocks/acacia_counter_cabinet | minecraft:block | extradelight:acacia_counter_cabinet extradelight:blocks/acacia_counter_cabinet minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/white_chocolate_fence_gate | minecraft:block | extradelight:blocks/white_chocolate_fence_gate extradelight:white_chocolate_fence_gate minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/white_chocolate_fondue | minecraft:block | extradelight:blocks/white_chocolate_fondue extradelight:white_chocolate_fondue minecraft:air minecraft:alternatives minecraft:block minecraft:block_state_property minecraft:bucket minecraft:item
extradelight:blocks/white_chocolate_pillar | minecraft:block | extradelight:blocks/white_chocolate_pillar extradelight:white_chocolate_pillar minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/white_chocolate_slab | minecraft:block | extradelight:blocks/white_chocolate_slab extradelight:white_chocolate_slab minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count
extradelight:blocks/white_chocolate_stairs | minecraft:block | extradelight:blocks/white_chocolate_stairs extradelight:white_chocolate_stairs minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/white_chocolate_trapdoor | minecraft:block | extradelight:blocks/white_chocolate_trapdoor extradelight:white_chocolate_trapdoor minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/white_frosted_gingerbread_block | minecraft:block | extradelight:blocks/white_frosted_gingerbread_block minecraft:air minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/white_picnic_basket | minecraft:block | extradelight:blocks/white_picnic_basket extradelight:white_picnic_basket minecraft:block minecraft:container minecraft:copy_components minecraft:item minecraft:survives_explosion
extradelight:blocks/wild_chili | minecraft:block | extradelight:blocks/wild_chili extradelight:chili minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/wild_cucumber | minecraft:block | extradelight:blocks/wild_cucumber extradelight:cucumber minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/wild_garlic | minecraft:block | extradelight:blocks/wild_garlic extradelight:garlic minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/wild_ginger | minecraft:block | extradelight:blocks/wild_ginger extradelight:ginger minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/wild_mallow_root | minecraft:block | extradelight:blocks/wild_mallow_root extradelight:mallow_root minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/wild_peanut | minecraft:block | extradelight:blocks/wild_peanut extradelight:peanuts_in_shell minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/wild_soybean | minecraft:block | extradelight:blocks/wild_soybean extradelight:soybean_pod minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/yeast_pot | minecraft:block | extradelight:blocks/yeast_pot farmersdelight:canvas minecraft:block minecraft:flower_pot minecraft:item
extradelight:blocks/yellow_chocolate_box | minecraft:block | extradelight:blocks/yellow_chocolate_box extradelight:yellow_chocolate_box minecraft:block minecraft:container minecraft:copy_components minecraft:item minecraft:survives_explosion
extradelight:blocks/yellow_frosted_gingerbread_block | minecraft:block | extradelight:blocks/yellow_frosted_gingerbread_block minecraft:air minecraft:block minecraft:item minecraft:survives_explosion
extradelight:blocks/yellow_picnic_basket | minecraft:block | extradelight:blocks/yellow_picnic_basket extradelight:yellow_picnic_basket minecraft:block minecraft:container minecraft:copy_components minecraft:item minecraft:survives_explosion
extradelight:chests/corn_common | minecraft:empty | extradelight:candy_apple extradelight:caramel_apple extradelight:caramel_candy extradelight:chests/corn_common extradelight:corn_cob extradelight:corn_husk extradelight:corn_seeds extradelight:corn_silk extradelight:unshucked_corn minecraft:bone minecraft:bone_meal minecraft:empty minecraft:item minecraft:rotten_flesh minecraft:skeleton_skull minecraft:uniform
extradelight:chests/corn_legendary | minecraft:empty | extradelight:butter_block_item extradelight:candy_golden_apple extradelight:caramel_candy extradelight:caramel_golden_apple extradelight:chests/corn_legendary extradelight:corn_crate extradelight:corn_pudding_feast extradelight:cornbread_feast extradelight:dried_corn_husk_bundle extradelight:easter_egg minecraft:empty minecraft:gold_block minecraft:gold_ingot minecraft:golden_apple minecraft:item minecraft:uniform
extradelight:chests/corn_rare | minecraft:empty | extradelight:blood_chocolate_bar extradelight:blood_chocolate_filled_bar extradelight:blood_chocolate_truffle extradelight:butter extradelight:caramel_candy extradelight:chests/corn_rare extradelight:chocolate_cake extradelight:corn_crate extradelight:corn_pudding_feast extradelight:cornbread_feast extradelight:dark_chocolate_bar extradelight:dark_chocolate_filled_bar extradelight:dark_chocolate_truffle extradelight:dried_corn_husk_bundle extradelight:milk_chocolate_bar extradelight:milk_chocolate_filled_bar extradelight:milk_chocolate_truffle extradelight:white_chocolate_bar extradelight:white_chocolate_filled_bar extradelight:white_chocolate_truffle farmersdelight:cooking_pot farmersdelight:golden_knife minecraft:cake minecraft:cornflower minecraft:empty minecraft:gold_ingot minecraft:item minecraft:uniform
extradelight:chests/corn_uncommon | minecraft:empty | extradelight:caramel_candy extradelight:chests/corn_uncommon extradelight:corn_chowder extradelight:corn_fritters extradelight:corn_pudding extradelight:cornbread extradelight:cream_corn extradelight:popcorn farmersdelight:flint_knife farmersdelight:iron_knife farmersdelight:rope farmersdelight:skillet minecraft:empty minecraft:item minecraft:uniform
extradelight:evaporator/lava_test | minecraft:archaeology | extradelight:evaporator/lava_test minecraft:archaeology minecraft:cobblestone minecraft:item minecraft:set_count minecraft:stone minecraft:uniform
extradelight:evaporator/water | minecraft:archaeology | extradelight:evaporator/water extradelight:salt minecraft:archaeology minecraft:bone_meal minecraft:clay_ball minecraft:cod minecraft:gravel minecraft:item minecraft:leather_boots minecraft:lily_pad minecraft:location_check minecraft:mangrove_swamp minecraft:ocean minecraft:river minecraft:rotten_flesh minecraft:salmon minecraft:sand minecraft:set_count minecraft:set_damage minecraft:stick minecraft:swamp minecraft:uniform
extradelight:misc/cinnamon_log | minecraft:archaeology | extradelight:cinnamon_bark extradelight:misc/cinnamon_log farmersdelight:tree_bark minecraft:archaeology minecraft:item minecraft:set_count minecraft:uniform
extradelight:misc/shucked_corn | minecraft:archaeology | extradelight:corn_husk extradelight:corn_on_cob extradelight:corn_silk extradelight:misc/shucked_corn minecraft:archaeology minecraft:item minecraft:set_count minecraft:uniform
extradelight:misc/soybeans | minecraft:archaeology | extradelight:misc/soybeans extradelight:soybeans minecraft:archaeology minecraft:item minecraft:set_count
extradelight:structures/cactus_juice | minecraft:empty | extradelight:cactus_juice extradelight:structures/cactus_juice minecraft:empty minecraft:item minecraft:uniform
extradelight:structures/curry_powder | minecraft:empty | extradelight:curry_powder extradelight:structures/curry_powder minecraft:empty minecraft:item minecraft:uniform
extradelight:structures/dungeon_rot | minecraft:empty | extradelight:bad_food extradelight:structures/dungeon_rot extradelight:structures/meals minecraft:empty minecraft:item minecraft:loot_table minecraft:set_count minecraft:uniform
extradelight:structures/furikake | minecraft:empty | extradelight:furikake extradelight:structures/furikake minecraft:empty minecraft:item minecraft:uniform
extradelight:structures/meals | minecraft:empty | extradelight:agar_agar extradelight:alfredo_sauce extradelight:apple_sauce extradelight:bacon_cheeseburger extradelight:bacon_egg_cheese_sandwich extradelight:bacon_egg_sandwich extradelight:bbq_jar_item extradelight:bbq_ribs extradelight:bbq_ribs_block_item extradelight:beef_stew_feast extradelight:beef_stew_rice extradelight:beef_wellington extradelight:beef_wellington_block_item extradelight:boiled_egg extradelight:bread_slice extradelight:breadcrumbs extradelight:butter extradelight:buttered_pasta extradelight:cactus extradelight:cactus_eggs extradelight:cactus_salad extradelight:cactus_soup extradelight:carrot_salad extradelight:carrot_soup extradelight:cheese extradelight:cheese_sandwich extradelight:cheeseburger extradelight:cheesecake_slice extradelight:chicken_alfredo extradelight:chicken_fried_steak extradelight:chicken_parm extradelight:chicken_stew extradelight:chicken_stew_feast extradelight:chicken_stew_rice extradelight:chocolate_cheesecake_slice extradelight:chocolate_custard extradelight:cooked_cactus extradelight:cooked_pasta extradelight:cooking_oil extradelight:croutons extradelight:curry extradelight:curry_feast extradelight:curry_rice extradelight:egg_in_the_basket extradelight:egg_mix extradelight:egg_salad extradelight:egg_salad_sandwich extradelight:fish_cakes extradelight:fish_chips extradelight:fish_flakes extradelight:fish_salad extradelight:fish_salad_sandwich extradelight:fish_soup extradelight:fish_stew_feast extradelight:fish_stew_rice extradelight:flour extradelight:french_fries extradelight:fried_brains extradelight:fried_chicken extradelight:fried_fish extradelight:fried_mushrooms extradelight:fudge_popsicle extradelight:furikake_rice extradelight:glazed_carrot extradelight:glow_berry_cheesecake_slice extradelight:glow_berry_cookie extradelight:glow_berry_juice extradelight:glow_berry_pie_slice extradelight:glow_berry_popsicle extradelight:golden_apple_jam extradelight:grated_carrot extradelight:grated_potato extradelight:gravy_boat_item extradelight:grilled_cheese extradelight:haggis extradelight:haggis_block_item extradelight:hash extradelight:hash_block_item extradelight:hashbrowns extradelight:honey_cheesecake_slice extradelight:honey_custard extradelight:honey_popsicle extradelight:hotdish extradelight:hotdish_feast extradelight:jelly_black extradelight:jelly_black_block_item extradelight:jelly_blue extradelight:jelly_blue_block_item extradelight:jelly_brown extradelight:jelly_brown_block_item extradelight:jelly_cyan extradelight:jelly_cyan_block_item extradelight:jelly_green extradelight:jelly_green_block_item extradelight:jelly_grey extradelight:jelly_grey_block_item extradelight:jelly_light_blue extradelight:jelly_light_grey extradelight:jelly_lime extradelight:jelly_lime_block_item extradelight:jelly_magenta extradelight:jelly_magenta_block_item extradelight:jelly_orange extradelight:jelly_orange_block_item extradelight:jelly_pink extradelight:jelly_pink_block_item extradelight:jelly_purple extradelight:jelly_purple_block_item extradelight:jelly_red extradelight:jelly_red_block_item extradelight:jelly_white extradelight:jelly_white_block_item extradelight:jelly_yellow extradelight:jelly_yellow_block_item extradelight:jerky extradelight:ketchup_jar_item extradelight:lamb_stew extradelight:lamb_stew_feast extradelight:lamb_stew_rice extradelight:lasanga extradelight:lasanga_feast extradelight:liver_onions extradelight:macaroni extradelight:macaroni_cheese extradelight:macaroni_cheese_feast extradelight:mashed_potato_gravy extradelight:mashed_potato_gravy_block_item extradelight:mayo_jar_item extradelight:meat_pie_slice extradelight:meatloaf extradelight:meatloaf_feast extradelight:meatloaf_sandwich extradelight:mushroom_burger extradelight:mushroom_risotto extradelight:omelette extradelight:omelette_mix extradelight:oxtail_soup extradelight:pasta_alfredo extradelight:pasta_tomato extradelight:pork_stew extradelight:pork_stew_feast extradelight:pork_stew_rice extradelight:pork_tenderloin extradelight:pork_tenderloin_sandwich extradelight:pot_roast_block_item extradelight:potato_chips extradelight:potato_soup extradelight:potato_sticks extradelight:potroast extradelight:pulled_pork_block_item extradelight:pulled_pork_sandwich extradelight:pumpkin_cheesecake_slice extradelight:pumpkin_cookie extradelight:pumpkin_custard extradelight:quiche_slice extradelight:rabbit_stew_feast extradelight:rabbit_stew_rice extradelight:rack_lamb extradelight:rack_lamb_block_item extradelight:riceball extradelight:riceball_filled extradelight:roasted_apple extradelight:roasted_carrot extradelight:salad extradelight:salad_block_item extradelight:salisbury_steak extradelight:salisbury_steak_block_item extradelight:sausage_roll extradelight:scrambled_eggs extradelight:seaweed_crisps extradelight:seaweed_salad extradelight:sliced_apple extradelight:sliced_onion extradelight:sliced_potato extradelight:sliced_tomato extradelight:sos extradelight:stirfry extradelight:stirfry_block_item extradelight:structures/meals extradelight:stuffed_cactus extradelight:stuffed_heart extradelight:stuffed_mushrooms extradelight:sugar_cookie extradelight:sunflower_seeds extradelight:sweet_berry_custard extradelight:sweet_berry_juice extradelight:sweet_berry_pie_slice extradelight:sweet_berry_popsicle extradelight:toast extradelight:tomato_juice extradelight:tomato_soup extradelight:vinegar extradelight:whipped_cream extradelight:yeast minecraft:empty minecraft:item minecraft:uniform
extradelight:structures/pestle_dungeon | minecraft:empty | extradelight:pestle_amethyst extradelight:structures/pestle_dungeon minecraft:empty minecraft:item minecraft:uniform
extradelight:structures/pestle_nether | minecraft:empty | extradelight:pestle_gilded_blackstone extradelight:structures/pestle_nether minecraft:empty minecraft:item minecraft:uniform
