more_slabs_stairs_and_walls:blocks/acacia_leaves_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:acacia_leaves_slab
more_slabs_stairs_and_walls:blocks/verdant_froglight_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:verdant_froglight_slab
more_slabs_stairs_and_walls:blocks/verdant_froglight_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:verdant_froglight_stairs
more_slabs_stairs_and_walls:blocks/verdant_froglight_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:verdant_froglight_wall
more_slabs_stairs_and_walls:blocks/warped_hyphae_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:warped_hyphae_slab
more_slabs_stairs_and_walls:blocks/warped_hyphae_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_hyphae_stairs
more_slabs_stairs_and_walls:blocks/warped_hyphae_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_hyphae_wall
more_slabs_stairs_and_walls:blocks/warped_nylium_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:warped_nylium_slab
more_slabs_stairs_and_walls:blocks/warped_nylium_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_nylium_stairs
more_slabs_stairs_and_walls:blocks/warped_nylium_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_nylium_wall
more_slabs_stairs_and_walls:blocks/warped_planks_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_planks_wall
more_slabs_stairs_and_walls:blocks/warped_stem_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:warped_stem_slab
more_slabs_stairs_and_walls:blocks/warped_stem_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_stem_stairs
more_slabs_stairs_and_walls:blocks/warped_stem_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_stem_wall
more_slabs_stairs_and_walls:blocks/warped_wart_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:warped_wart_slab
more_slabs_stairs_and_walls:blocks/warped_wart_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_wart_stairs
more_slabs_stairs_and_walls:blocks/warped_wart_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:warped_wart_wall
more_slabs_stairs_and_walls:blocks/waxed_chiseled_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_chiseled_copper_slab
more_slabs_stairs_and_walls:blocks/waxed_chiseled_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_chiseled_copper_stairs
more_slabs_stairs_and_walls:blocks/waxed_chiseled_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_chiseled_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_copper_block_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_copper_block_slab
more_slabs_stairs_and_walls:blocks/waxed_copper_block_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_copper_block_stairs
more_slabs_stairs_and_walls:blocks/waxed_copper_block_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_copper_block_wall
more_slabs_stairs_and_walls:blocks/waxed_copper_grate_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_copper_grate_slab
more_slabs_stairs_and_walls:blocks/waxed_copper_grate_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_copper_grate_stairs
more_slabs_stairs_and_walls:blocks/waxed_copper_grate_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_copper_grate_wall
more_slabs_stairs_and_walls:blocks/waxed_cut_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_cut_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_exposed_chiseled_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_slab
more_slabs_stairs_and_walls:blocks/waxed_exposed_chiseled_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_stairs
more_slabs_stairs_and_walls:blocks/waxed_exposed_chiseled_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_exposed_chiseled_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_exposed_copper_grate_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_exposed_copper_grate_slab
more_slabs_stairs_and_walls:blocks/waxed_exposed_copper_grate_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_exposed_copper_grate_stairs
more_slabs_stairs_and_walls:blocks/waxed_exposed_copper_grate_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_exposed_copper_grate_wall
more_slabs_stairs_and_walls:blocks/waxed_exposed_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_exposed_copper_slab
more_slabs_stairs_and_walls:blocks/waxed_exposed_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_exposed_copper_stairs
more_slabs_stairs_and_walls:blocks/waxed_exposed_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_exposed_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_exposed_cut_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_exposed_cut_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_oxidized_chiseled_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_oxidized_chiseled_copper_slab
more_slabs_stairs_and_walls:blocks/waxed_oxidized_chiseled_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_oxidized_chiseled_copper_stairs
more_slabs_stairs_and_walls:blocks/waxed_oxidized_chiseled_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_oxidized_chiseled_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_oxidized_copper_grate_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_oxidized_copper_grate_slab
more_slabs_stairs_and_walls:blocks/waxed_oxidized_copper_grate_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_oxidized_copper_grate_stairs
more_slabs_stairs_and_walls:blocks/waxed_oxidized_copper_grate_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_oxidized_copper_grate_wall
more_slabs_stairs_and_walls:blocks/waxed_oxidized_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_oxidized_copper_slab
more_slabs_stairs_and_walls:blocks/waxed_oxidized_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_oxidized_copper_stairs
more_slabs_stairs_and_walls:blocks/waxed_oxidized_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_oxidized_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_oxidized_cut_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_oxidized_cut_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_weathered_chiseled_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_weathered_chiseled_copper_slab
more_slabs_stairs_and_walls:blocks/waxed_weathered_chiseled_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_weathered_chiseled_copper_stairs
more_slabs_stairs_and_walls:blocks/waxed_weathered_chiseled_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_weathered_chiseled_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_weathered_copper_grate_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_weathered_copper_grate_slab
more_slabs_stairs_and_walls:blocks/waxed_weathered_copper_grate_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_weathered_copper_grate_stairs
more_slabs_stairs_and_walls:blocks/waxed_weathered_copper_grate_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_weathered_copper_grate_wall
more_slabs_stairs_and_walls:blocks/waxed_weathered_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:waxed_weathered_copper_slab
more_slabs_stairs_and_walls:blocks/waxed_weathered_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_weathered_copper_stairs
more_slabs_stairs_and_walls:blocks/waxed_weathered_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_weathered_copper_wall
more_slabs_stairs_and_walls:blocks/waxed_weathered_cut_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:waxed_weathered_cut_copper_wall
more_slabs_stairs_and_walls:blocks/weathered_chiseled_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:weathered_chiseled_copper_slab
more_slabs_stairs_and_walls:blocks/weathered_chiseled_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:weathered_chiseled_copper_stairs
more_slabs_stairs_and_walls:blocks/weathered_chiseled_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:weathered_chiseled_copper_wall
more_slabs_stairs_and_walls:blocks/weathered_copper_grate_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:weathered_copper_grate_slab
more_slabs_stairs_and_walls:blocks/weathered_copper_grate_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:weathered_copper_grate_stairs
more_slabs_stairs_and_walls:blocks/weathered_copper_grate_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:weathered_copper_grate_wall
more_slabs_stairs_and_walls:blocks/weathered_copper_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:weathered_copper_slab
more_slabs_stairs_and_walls:blocks/weathered_copper_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:weathered_copper_stairs
more_slabs_stairs_and_walls:blocks/weathered_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:weathered_copper_wall
more_slabs_stairs_and_walls:blocks/weathered_cut_copper_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:weathered_cut_copper_wall
more_slabs_stairs_and_walls:blocks/white_concrete_powder_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:white_concrete_powder_slab
more_slabs_stairs_and_walls:blocks/white_concrete_powder_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_concrete_powder_stairs
more_slabs_stairs_and_walls:blocks/white_concrete_powder_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_concrete_powder_wall
more_slabs_stairs_and_walls:blocks/white_concrete_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:white_concrete_slab
more_slabs_stairs_and_walls:blocks/white_concrete_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_concrete_stairs
more_slabs_stairs_and_walls:blocks/white_concrete_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_concrete_wall
more_slabs_stairs_and_walls:blocks/white_glazed_terracotta_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:white_glazed_terracotta_slab
more_slabs_stairs_and_walls:blocks/white_glazed_terracotta_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_glazed_terracotta_stairs
more_slabs_stairs_and_walls:blocks/white_glazed_terracotta_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_glazed_terracotta_wall
more_slabs_stairs_and_walls:blocks/white_stained_glass_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:white_stained_glass_slab
more_slabs_stairs_and_walls:blocks/white_stained_glass_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_stained_glass_stairs
more_slabs_stairs_and_walls:blocks/white_stained_glass_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_stained_glass_wall
more_slabs_stairs_and_walls:blocks/white_terracotta_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:white_terracotta_slab
more_slabs_stairs_and_walls:blocks/white_terracotta_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_terracotta_stairs
more_slabs_stairs_and_walls:blocks/white_terracotta_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_terracotta_wall
more_slabs_stairs_and_walls:blocks/white_wool_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:white_wool_slab
more_slabs_stairs_and_walls:blocks/white_wool_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_wool_stairs
more_slabs_stairs_and_walls:blocks/white_wool_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:white_wool_wall
more_slabs_stairs_and_walls:blocks/yellow_concrete_powder_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:yellow_concrete_powder_slab
more_slabs_stairs_and_walls:blocks/yellow_concrete_powder_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_concrete_powder_stairs
more_slabs_stairs_and_walls:blocks/yellow_concrete_powder_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_concrete_powder_wall
more_slabs_stairs_and_walls:blocks/yellow_concrete_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:yellow_concrete_slab
more_slabs_stairs_and_walls:blocks/yellow_concrete_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_concrete_stairs
more_slabs_stairs_and_walls:blocks/yellow_concrete_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_concrete_wall
more_slabs_stairs_and_walls:blocks/yellow_glazed_terracotta_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:yellow_glazed_terracotta_slab
more_slabs_stairs_and_walls:blocks/yellow_glazed_terracotta_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_glazed_terracotta_stairs
more_slabs_stairs_and_walls:blocks/yellow_glazed_terracotta_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_glazed_terracotta_wall
more_slabs_stairs_and_walls:blocks/yellow_stained_glass_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:yellow_stained_glass_slab
more_slabs_stairs_and_walls:blocks/yellow_stained_glass_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_stained_glass_stairs
more_slabs_stairs_and_walls:blocks/yellow_stained_glass_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_stained_glass_wall
more_slabs_stairs_and_walls:blocks/yellow_terracotta_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:yellow_terracotta_slab
more_slabs_stairs_and_walls:blocks/yellow_terracotta_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_terracotta_stairs
more_slabs_stairs_and_walls:blocks/yellow_terracotta_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_terracotta_wall
more_slabs_stairs_and_walls:blocks/yellow_wool_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count more_slabs_stairs_and_walls:yellow_wool_slab
more_slabs_stairs_and_walls:blocks/yellow_wool_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_wool_stairs
more_slabs_stairs_and_walls:blocks/yellow_wool_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion more_slabs_stairs_and_walls:yellow_wool_wall
