railways:benchcart | minecraft:crafting_shapeless | c:workbench minecraft:crafting_shapeless minecraft:minecart railways:benchcart
railways:crafting/palettes/dyeing_8x/magenta_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_copper_wrapped_locometal_boiler railways:palettes/dye_groups/copper_wrapped_boiler
railways:crafting/palettes/dyeing_8x/magenta_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_flat_riveted_locometal railways:palettes/dye_groups/flat_riveted
railways:crafting/palettes/dyeing_8x/magenta_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_flat_slashed_locometal railways:palettes/dye_groups/flat_slashed
railways:crafting/palettes/dyeing_8x/magenta_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_iron_wrapped_locometal railways:palettes/dye_groups/iron_wrapped_slashed
railways:crafting/palettes/dyeing_8x/magenta_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_iron_wrapped_locometal_boiler railways:palettes/dye_groups/iron_wrapped_boiler
railways:crafting/palettes/dyeing_8x/magenta_locometal_boiler | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_locometal_boiler railways:palettes/dye_groups/boiler
railways:crafting/palettes/dyeing_8x/magenta_locometal_pillar | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_locometal_pillar railways:palettes/dye_groups/pillar
railways:crafting/palettes/dyeing_8x/magenta_locometal_smokebox | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_locometal_smokebox railways:palettes/dye_groups/smokebox
railways:crafting/palettes/dyeing_8x/magenta_plated_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_plated_locometal railways:palettes/dye_groups/plated
railways:crafting/palettes/dyeing_8x/magenta_riveted_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_riveted_locometal railways:palettes/dye_groups/riveted
railways:crafting/palettes/dyeing_8x/magenta_slashed_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_slashed_locometal railways:palettes/dye_groups/slashed
railways:crafting/palettes/dyeing_8x/orange_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_brass_wrapped_locometal railways:palettes/dye_groups/brass_wrapped_slashed
railways:crafting/palettes/dyeing_8x/orange_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_brass_wrapped_locometal_boiler railways:palettes/dye_groups/brass_wrapped_boiler
railways:crafting/palettes/dyeing_8x/orange_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_copper_wrapped_locometal railways:palettes/dye_groups/copper_wrapped_slashed
railways:crafting/palettes/dyeing_8x/orange_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_copper_wrapped_locometal_boiler railways:palettes/dye_groups/copper_wrapped_boiler
railways:crafting/palettes/dyeing_8x/orange_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_flat_riveted_locometal railways:palettes/dye_groups/flat_riveted
railways:crafting/palettes/dyeing_8x/orange_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_flat_slashed_locometal railways:palettes/dye_groups/flat_slashed
railways:crafting/palettes/dyeing_8x/orange_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_iron_wrapped_locometal railways:palettes/dye_groups/iron_wrapped_slashed
railways:crafting/palettes/dyeing_8x/orange_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_iron_wrapped_locometal_boiler railways:palettes/dye_groups/iron_wrapped_boiler
railways:crafting/palettes/dyeing_8x/orange_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_locometal_boiler railways:palettes/dye_groups/boiler
railways:crafting/palettes/dyeing_8x/orange_locometal_pillar | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_locometal_pillar railways:palettes/dye_groups/pillar
railways:crafting/palettes/dyeing_8x/orange_locometal_smokebox | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_locometal_smokebox railways:palettes/dye_groups/smokebox
railways:crafting/palettes/dyeing_8x/orange_plated_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_plated_locometal railways:palettes/dye_groups/plated
railways:crafting/palettes/dyeing_8x/orange_riveted_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_riveted_locometal railways:palettes/dye_groups/riveted
railways:crafting/palettes/dyeing_8x/orange_slashed_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_slashed_locometal railways:palettes/dye_groups/slashed
railways:crafting/palettes/dyeing_8x/pink_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:pink_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/pink_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:pink_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:pink_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/pink_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:pink_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:pink_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/pink_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:pink_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/pink_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:pink_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/pink_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:pink_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:pink_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_locometal_pillar | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:pink_locometal_pillar
railways:crafting/palettes/dyeing_8x/pink_locometal_smokebox | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/smokebox railways:pink_locometal_smokebox
railways:crafting/palettes/dyeing_8x/pink_plated_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/plated railways:pink_plated_locometal
railways:crafting/palettes/dyeing_8x/pink_riveted_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/riveted railways:pink_riveted_locometal
railways:crafting/palettes/dyeing_8x/pink_slashed_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/slashed railways:pink_slashed_locometal
railways:crafting/palettes/dyeing_8x/purple_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:purple_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/purple_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:purple_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:purple_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/purple_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:purple_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:purple_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/purple_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:purple_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/purple_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:purple_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/purple_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:purple_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:purple_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_locometal_pillar | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:purple_locometal_pillar
railways:crafting/palettes/dyeing_8x/purple_locometal_smokebox | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/smokebox railways:purple_locometal_smokebox
railways:crafting/palettes/dyeing_8x/purple_plated_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/plated railways:purple_plated_locometal
railways:crafting/palettes/dyeing_8x/purple_riveted_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/riveted railways:purple_riveted_locometal
railways:crafting/palettes/dyeing_8x/purple_slashed_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/slashed railways:purple_slashed_locometal
railways:crafting/palettes/dyeing_8x/red_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:red_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/red_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:red_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:red_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/red_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:red_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:red_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/red_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:red_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/red_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:red_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/red_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:red_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_locometal_boiler | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:red_locometal_boiler
railways:crafting/palettes/dyeing_8x/red_locometal_pillar | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:red_locometal_pillar
railways:crafting/palettes/dyeing_8x/red_locometal_smokebox | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/smokebox railways:red_locometal_smokebox
railways:crafting/palettes/dyeing_8x/red_plated_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/plated railways:red_plated_locometal
railways:crafting/palettes/dyeing_8x/red_riveted_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/riveted railways:red_riveted_locometal
railways:crafting/palettes/dyeing_8x/red_slashed_locometal | minecraft:crafting_shaped | c:dyes/red minecraft:crafting_shaped railways:palettes/dye_groups/slashed railways:red_slashed_locometal
railways:crafting/palettes/dyeing_8x/white_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:white_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/white_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:white_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/white_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:white_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/white_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:white_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/white_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:white_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/white_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:white_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/white_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/white minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:white_iron_wrapped_locometal
