railways:benchcart | minecraft:crafting_shapeless | c:workbench minecraft:crafting_shapeless minecraft:minecart railways:benchcart
railways:crafting/palettes/dyeing_8x/light_gray_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/light_gray minecraft:crafting_shaped railways:light_gray_iron_wrapped_locometal_boiler railways:palettes/dye_groups/iron_wrapped_boiler
railways:crafting/palettes/dyeing_8x/light_gray_locometal_boiler | minecraft:crafting_shaped | c:dyes/light_gray minecraft:crafting_shaped railways:light_gray_locometal_boiler railways:palettes/dye_groups/boiler
railways:crafting/palettes/dyeing_8x/light_gray_locometal_pillar | minecraft:crafting_shaped | c:dyes/light_gray minecraft:crafting_shaped railways:light_gray_locometal_pillar railways:palettes/dye_groups/pillar
railways:crafting/palettes/dyeing_8x/light_gray_locometal_smokebox | minecraft:crafting_shaped | c:dyes/light_gray minecraft:crafting_shaped railways:light_gray_locometal_smokebox railways:palettes/dye_groups/smokebox
railways:crafting/palettes/dyeing_8x/light_gray_plated_locometal | minecraft:crafting_shaped | c:dyes/light_gray minecraft:crafting_shaped railways:light_gray_plated_locometal railways:palettes/dye_groups/plated
railways:crafting/palettes/dyeing_8x/light_gray_riveted_locometal | minecraft:crafting_shaped | c:dyes/light_gray minecraft:crafting_shaped railways:light_gray_riveted_locometal railways:palettes/dye_groups/riveted
railways:crafting/palettes/dyeing_8x/light_gray_slashed_locometal | minecraft:crafting_shaped | c:dyes/light_gray minecraft:crafting_shaped railways:light_gray_slashed_locometal railways:palettes/dye_groups/slashed
railways:crafting/palettes/dyeing_8x/lime_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_brass_wrapped_locometal railways:palettes/dye_groups/brass_wrapped_slashed
railways:crafting/palettes/dyeing_8x/lime_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_brass_wrapped_locometal_boiler railways:palettes/dye_groups/brass_wrapped_boiler
railways:crafting/palettes/dyeing_8x/lime_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_copper_wrapped_locometal railways:palettes/dye_groups/copper_wrapped_slashed
railways:crafting/palettes/dyeing_8x/lime_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_copper_wrapped_locometal_boiler railways:palettes/dye_groups/copper_wrapped_boiler
railways:crafting/palettes/dyeing_8x/lime_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_flat_riveted_locometal railways:palettes/dye_groups/flat_riveted
railways:crafting/palettes/dyeing_8x/lime_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_flat_slashed_locometal railways:palettes/dye_groups/flat_slashed
railways:crafting/palettes/dyeing_8x/lime_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_iron_wrapped_locometal railways:palettes/dye_groups/iron_wrapped_slashed
railways:crafting/palettes/dyeing_8x/lime_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_iron_wrapped_locometal_boiler railways:palettes/dye_groups/iron_wrapped_boiler
railways:crafting/palettes/dyeing_8x/lime_locometal_boiler | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_locometal_boiler railways:palettes/dye_groups/boiler
railways:crafting/palettes/dyeing_8x/lime_locometal_pillar | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_locometal_pillar railways:palettes/dye_groups/pillar
railways:crafting/palettes/dyeing_8x/lime_locometal_smokebox | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_locometal_smokebox railways:palettes/dye_groups/smokebox
railways:crafting/palettes/dyeing_8x/lime_plated_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_plated_locometal railways:palettes/dye_groups/plated
railways:crafting/palettes/dyeing_8x/lime_riveted_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_riveted_locometal railways:palettes/dye_groups/riveted
railways:crafting/palettes/dyeing_8x/lime_slashed_locometal | minecraft:crafting_shaped | c:dyes/lime minecraft:crafting_shaped railways:lime_slashed_locometal railways:palettes/dye_groups/slashed
railways:crafting/palettes/dyeing_8x/magenta_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_brass_wrapped_locometal railways:palettes/dye_groups/brass_wrapped_slashed
railways:crafting/palettes/dyeing_8x/magenta_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_brass_wrapped_locometal_boiler railways:palettes/dye_groups/brass_wrapped_boiler
railways:crafting/palettes/dyeing_8x/magenta_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_copper_wrapped_locometal railways:palettes/dye_groups/copper_wrapped_slashed
railways:crafting/palettes/dyeing_8x/magenta_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_copper_wrapped_locometal_boiler railways:palettes/dye_groups/copper_wrapped_boiler
railways:crafting/palettes/dyeing_8x/magenta_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_flat_riveted_locometal railways:palettes/dye_groups/flat_riveted
railways:crafting/palettes/dyeing_8x/magenta_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_flat_slashed_locometal railways:palettes/dye_groups/flat_slashed
railways:crafting/palettes/dyeing_8x/magenta_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_iron_wrapped_locometal railways:palettes/dye_groups/iron_wrapped_slashed
railways:crafting/palettes/dyeing_8x/magenta_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_iron_wrapped_locometal_boiler railways:palettes/dye_groups/iron_wrapped_boiler
railways:crafting/palettes/dyeing_8x/magenta_locometal_boiler | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_locometal_boiler railways:palettes/dye_groups/boiler
railways:crafting/palettes/dyeing_8x/magenta_locometal_pillar | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_locometal_pillar railways:palettes/dye_groups/pillar
railways:crafting/palettes/dyeing_8x/magenta_locometal_smokebox | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_locometal_smokebox railways:palettes/dye_groups/smokebox
railways:crafting/palettes/dyeing_8x/magenta_plated_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_plated_locometal railways:palettes/dye_groups/plated
railways:crafting/palettes/dyeing_8x/magenta_riveted_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_riveted_locometal railways:palettes/dye_groups/riveted
railways:crafting/palettes/dyeing_8x/magenta_slashed_locometal | minecraft:crafting_shaped | c:dyes/magenta minecraft:crafting_shaped railways:magenta_slashed_locometal railways:palettes/dye_groups/slashed
railways:crafting/palettes/dyeing_8x/orange_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_brass_wrapped_locometal railways:palettes/dye_groups/brass_wrapped_slashed
railways:crafting/palettes/dyeing_8x/orange_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_brass_wrapped_locometal_boiler railways:palettes/dye_groups/brass_wrapped_boiler
railways:crafting/palettes/dyeing_8x/orange_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_copper_wrapped_locometal railways:palettes/dye_groups/copper_wrapped_slashed
railways:crafting/palettes/dyeing_8x/orange_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_copper_wrapped_locometal_boiler railways:palettes/dye_groups/copper_wrapped_boiler
railways:crafting/palettes/dyeing_8x/orange_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_flat_riveted_locometal railways:palettes/dye_groups/flat_riveted
railways:crafting/palettes/dyeing_8x/orange_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_flat_slashed_locometal railways:palettes/dye_groups/flat_slashed
railways:crafting/palettes/dyeing_8x/orange_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_iron_wrapped_locometal railways:palettes/dye_groups/iron_wrapped_slashed
railways:crafting/palettes/dyeing_8x/orange_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_iron_wrapped_locometal_boiler railways:palettes/dye_groups/iron_wrapped_boiler
railways:crafting/palettes/dyeing_8x/orange_locometal_boiler | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_locometal_boiler railways:palettes/dye_groups/boiler
railways:crafting/palettes/dyeing_8x/orange_locometal_pillar | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_locometal_pillar railways:palettes/dye_groups/pillar
railways:crafting/palettes/dyeing_8x/orange_locometal_smokebox | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_locometal_smokebox railways:palettes/dye_groups/smokebox
railways:crafting/palettes/dyeing_8x/orange_plated_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_plated_locometal railways:palettes/dye_groups/plated
railways:crafting/palettes/dyeing_8x/orange_riveted_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_riveted_locometal railways:palettes/dye_groups/riveted
railways:crafting/palettes/dyeing_8x/orange_slashed_locometal | minecraft:crafting_shaped | c:dyes/orange minecraft:crafting_shaped railways:orange_slashed_locometal railways:palettes/dye_groups/slashed
railways:crafting/palettes/dyeing_8x/pink_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:pink_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/pink_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:pink_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:pink_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/pink_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:pink_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:pink_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/pink_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:pink_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/pink_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:pink_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/pink_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:pink_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_locometal_boiler | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:pink_locometal_boiler
railways:crafting/palettes/dyeing_8x/pink_locometal_pillar | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:pink_locometal_pillar
railways:crafting/palettes/dyeing_8x/pink_locometal_smokebox | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/smokebox railways:pink_locometal_smokebox
railways:crafting/palettes/dyeing_8x/pink_plated_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/plated railways:pink_plated_locometal
railways:crafting/palettes/dyeing_8x/pink_riveted_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/riveted railways:pink_riveted_locometal
railways:crafting/palettes/dyeing_8x/pink_slashed_locometal | minecraft:crafting_shaped | c:dyes/pink minecraft:crafting_shaped railways:palettes/dye_groups/slashed railways:pink_slashed_locometal
railways:crafting/palettes/dyeing_8x/purple_brass_wrapped_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_slashed railways:purple_brass_wrapped_locometal
railways:crafting/palettes/dyeing_8x/purple_brass_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/brass_wrapped_boiler railways:purple_brass_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_copper_wrapped_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_slashed railways:purple_copper_wrapped_locometal
railways:crafting/palettes/dyeing_8x/purple_copper_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/copper_wrapped_boiler railways:purple_copper_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_flat_riveted_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/flat_riveted railways:purple_flat_riveted_locometal
railways:crafting/palettes/dyeing_8x/purple_flat_slashed_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/flat_slashed railways:purple_flat_slashed_locometal
railways:crafting/palettes/dyeing_8x/purple_iron_wrapped_locometal | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_slashed railways:purple_iron_wrapped_locometal
railways:crafting/palettes/dyeing_8x/purple_iron_wrapped_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/iron_wrapped_boiler railways:purple_iron_wrapped_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_locometal_boiler | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/boiler railways:purple_locometal_boiler
railways:crafting/palettes/dyeing_8x/purple_locometal_pillar | minecraft:crafting_shaped | c:dyes/purple minecraft:crafting_shaped railways:palettes/dye_groups/pillar railways:purple_locometal_pillar
